8192 90111
184 4218 9
184 56 16
184 3201 13
185 186 15
185 4042 5
185 5373 8
185 2740 18
185 4049 12
185 1614 19
185 3623 14
185 1258 6
185 760 15
185 6508 5
186 187 12
186 3321 20
186 4344 12
186 7505 3
186 1885 15
186 1544 13
186 1766 19
186 1542 3
187 188 5
187 3852 18
187 496 3
187 5018 9
187 1382 19
187 1795 15
187 995 10
188 189 16
188 8113 6
188 6315 14
188 794 5
188 1319 18
188 1267 5
188 4898 13
188 5209 15
188 2051 3
188 4832 4
188 5466 12
188 3982 9
188 1735 19
188 2772 18
188 6308 3
189 190 6
189 5919 4
189 3387 14
189 2854 8
189 8085 18
189 6359 5
189 7258 16
189 5535 18
189 6781 15
189 7265 5
189 6299 3
189 2996 19
190 191 10
190 6807 20
190 4905 18
190 1035 10
190 7441 5
190 2850 11
190 6294 4
190 3737 13
191 192 1
191 2900 4
191 456 11
191 8061 2
191 6586 9
191 3032 2
191 6663 1
191 2177 5
191 2808 14
192 193 11
192 3223 13
192 5563 11
192 2782 3
192 5786 7
192 3003 4
192 465 20
192 6450 5
193 194 15
193 473 17
193 3481 11
193 7117 20
193 6642 8
193 7152 13
193 7617 16
194 195 9
194 8164 2
194 7883 8
194 4380 5
194 6311 11
194 336 7
194 2660 5
194 3938 10
194 1941 17
194 4157 15
195 196 3
195 317 2
195 1749 16
195 3583 2
195 4284 8
195 7269 6
195 7580 1
195 315 18
195 1968 10
195 7225 18
195 6636 11
196 197 1
196 2110 11
196 5497 16
196 3934 8
196 2591 13
196 2316 14
196 290 17
196 2947 14
196 4177 19
196 3399 19
197 198 9
197 7686 1
197 4228 19
197 5696 3
197 233 11
197 3097 9
197 1334 10
198 199 3
198 6724 11
198 1878 7
198 7971 8
198 6101 9
198 7224 3
198 6072 20
198 4953 18
198 2783 12
198 4677 8
198 8007 18
198 4728 18
199 200 5
199 1099 1
199 7135 13
199 7163 20
199 4155 8
199 326 15
199 240 14
199 3530 15
199 424 20
200 201 1
200 5688 12
200 114 13
200 6856 11
200 6051 9
200 1363 4
200 7678 14
200 1254 17
201 202 18
201 2656 3
201 5663 16
201 1335 14
201 6081 12
201 5838 8
201 6122 18
201 7867 13
201 2905 5
201 6769 19
201 6424 7
201 6362 19
202 203 13
202 4098 8
202 2033 9
202 1500 17
202 1699 14
202 3167 3
202 3592 3
202 1036 15
202 6697 19
202 2547 20
202 3920 18
202 7380 2
202 8013 2
202 108 2
202 5813 2
202 4228 3
202 7019 8
202 2093 10
203 204 10
203 5631 8
203 4678 12
203 2107 11
203 5790 13
203 1605 5
203 279 17
204 205 7
204 6226 15
204 3683 6
204 7565 11
204 6083 12
204 3457 11
204 4550 12
204 5873 7
204 6505 16
204 2441 20
204 4305 13
204 842 15
204 607 17
204 4765 3
205 206 12
205 5443 1
205 7528 9
205 8179 4
205 7769 16
205 976 1
205 8062 9
205 3785 9
205 405 17
206 207 11
206 7305 7
206 2258 13
206 8045 20
206 7056 1
207 208 14
207 1732 12
207 3706 13
207 5128 10
207 4085 16
207 4270 18
207 5178 6
207 3717 19
207 1469 19
207 4437 20
208 209 19
208 6202 13
208 7768 15
208 5614 5
208 407 6
208 1324 19
208 5211 9
208 1173 17
208 5406 13
208 1111 17
209 210 3
209 2809 19
209 5346 1
209 837 8
209 1663 1
209 8136 15
209 5246 17
209 2744 19
209 5634 2
209 6841 2
210 211 5
210 6287 6
210 6140 7
210 7556 10
210 1004 5
210 7427 20
210 1357 1
210 4575 20
210 3560 6
210 4637 1
210 4288 18
210 4539 11
210 1414 20
210 3651 20
211 212 13
211 582 12
211 1189 5
211 7638 20
211 2223 5
211 7567 5
211 7693 3
211 5127 2
211 3143 19
211 3198 17
211 6352 7
211 2063 11
212 213 9
212 1996 5
212 6431 11
212 2100 11
212 4568 16
212 5389 1
212 1933 9
212 7045 11
212 5665 9
212 6011 4
212 5807 4
212 265 19
212 7087 1
213 214 11
213 6219 9
213 572 4
213 5420 14
213 2719 19
213 160 11
213 916 19
213 6179 1
213 8060 18
214 215 16
214 2251 14
214 2395 9
214 1938 8
214 7564 11
214 603 18
214 3412 3
214 2900 13
214 2970 11
214 2704 16
214 2643 14
214 6270 16
214 1692 14
214 143 3
214 4817 4
214 7674 20
214 1582 20
215 216 5
215 1041 6
215 3474 10
215 3903 12
215 3014 9
215 4153 5
215 1499 20
215 8187 1
215 702 18
215 2950 16
215 3048 17
215 8051 9
215 7802 2
215 1371 20
216 217 5
216 1468 7
216 4879 14
216 7160 6
216 3586 2
216 196 11
216 4211 13
216 4364 16
216 1240 5
216 1310 13
217 218 19
217 5283 12
217 2917 8
217 3961 10
217 6051 12
217 3668 17
217 3916 9
217 3965 9
217 7349 19
217 4727 6
218 219 2
218 1980 19
218 4181 15
218 2245 1
218 7955 3
218 4270 14
218 7244 6
218 3426 4
218 7466 13
218 2031 15
218 1325 3
219 220 12
219 5391 1
219 1695 11
219 7168 2
219 6980 12
219 4947 5
220 221 6
220 4243 14
220 4656 20
220 6471 8
220 6607 13
220 994 4
220 2660 3
220 1800 16
220 1009 10
220 655 16
220 7400 2
220 1525 19
221 222 14
221 753 14
221 5234 16
221 7746 5
221 2868 5
221 3749 5
222 223 4
222 3374 6
222 2497 9
222 6472 6
222 2302 17
223 224 18
223 5250 12
223 1685 3
223 1759 13
223 4952 8
223 377 13
223 3944 14
223 3089 10
223 1710 1
224 225 19
224 552 14
224 6097 11
224 3048 19
224 4846 13
224 5149 6
224 700 6
224 19 16
224 4524 11
225 226 13
225 1495 2
225 3306 6
225 5606 3
225 5657 13
225 353 16
225 1748 18
226 227 17
226 6385 7
226 6942 4
226 3805 16
226 7189 9
226 7652 20
226 6454 2
226 2404 7
227 228 6
227 1742 4
227 1656 11
227 2004 18
227 6429 19
227 6450 6
227 7146 12
227 6043 4
227 4461 19
228 229 13
228 112 13
228 5710 3
228 3227 12
228 7737 19
228 5302 14
228 1132 4
228 6311 8
228 5980 1
229 230 3
229 2879 19
229 3526 2
229 3304 19
229 5617 14
229 6685 14
229 43 18
229 646 13
230 231 18
230 5575 8
230 5440 5
230 4145 10
230 1364 1
230 732 9
230 2410 14
230 2153 8
231 232 10
231 6650 3
231 6899 10
231 3669 20
231 3330 18
231 2002 11
231 8041 13
231 8040 11
231 7421 5
231 6198 20
232 233 17
232 7512 14
232 6985 2
232 656 7
232 7865 3
232 1737 11
232 6356 5
232 1226 2
232 1710 12
232 5326 17
233 234 5
233 3916 13
233 3758 5
233 2364 18
233 1899 6
233 5162 17
233 3621 12
233 3393 5
233 3219 11
234 235 4
234 5437 13
234 6692 13
234 2933 19
234 5052 4
234 2212 6
234 3815 5
234 1487 3
234 798 10
235 236 9
235 6807 4
235 2774 6
235 6129 11
235 6038 6
235 678 6
235 3029 10
235 6560 9
236 237 18
236 1401 8
236 6089 3
236 7459 7
236 5413 15
236 2080 9
236 7796 11
236 6715 19
236 5927 15
236 5880 7
236 7453 18
236 6753 20
236 7255 10
236 3431 19
236 7174 17
236 7951 11
236 514 8
237 238 18
237 1181 14
237 2967 16
237 7363 12
237 3748 15
237 5697 12
237 396 8
237 7263 1
237 8072 12
237 7600 19
238 239 11
238 7047 13
238 4771 4
238 3791 11
238 350 18
238 2102 20
238 7571 17
238 7225 8
238 2034 5
238 6323 1
238 7734 14
239 240 7
239 4346 20
239 4505 12
239 3757 10
239 6882 4
239 6359 17
239 1677 14
239 3302 5
240 241 17
240 6886 2
240 2731 9
240 5503 5
240 7479 1
240 2766 14
240 3613 16
240 554 1
240 2733 2
240 295 16
240 109 9
240 1308 9
240 6896 4
241 242 3
241 6469 7
241 7317 20
241 1365 4
241 1754 9
241 7908 14
241 3094 13
241 4780 5
241 1944 4
242 243 18
242 3737 7
242 7476 13
242 7290 14
242 5013 5
242 5267 11
242 2212 12
242 8094 7
242 5327 17
242 3852 11
242 2717 16
242 2702 18
242 2675 7
242 5928 5
242 6684 3
243 244 8
243 6311 11
243 3912 12
243 7819 6
243 871 9
243 5421 4
243 3515 3
243 3095 18
243 3208 5
243 1550 6
243 7597 16
243 4802 10
243 6970 7
244 245 7
244 6285 1
244 4026 20
244 5774 10
244 4366 16
244 2490 7
244 4999 17
244 4362 16
244 7123 9
244 1608 12
244 290 20
244 5008 13
245 246 19
245 2141 3
245 1429 14
245 2469 5
245 952 5
245 3857 15
245 6482 1
245 1678 3
246 247 3
246 3041 1
246 2100 12
246 306 3
246 6991 2
246 7535 7
246 6646 2
246 8027 13
246 5703 18
246 2978 14
246 1462 8
246 1356 5
246 2529 3
247 248 6
247 8043 14
247 4710 15
247 256 9
247 7579 5
247 5012 1
247 3056 15
247 557 16
248 249 5
248 6674 17
248 261 16
248 7811 18
248 4566 3
248 4711 14
248 4137 16
248 8182 11
248 3586 9
248 1228 9
248 6910 11
249 250 13
249 2987 3
249 8087 8
249 4863 5
249 7938 19
249 3915 14
249 1396 8
250 251 9
250 1496 6
250 7163 9
250 5541 1
250 4460 5
250 4243 8
250 7513 8
251 252 1
251 1878 4
251 2341 7
251 5377 3
251 6032 20
251 2415 14
251 3472 15
252 253 17
252 2361 18
252 353 15
252 2489 12
252 5523 4
252 4108 16
253 254 8
253 5125 15
253 2491 14
253 5443 15
253 4645 9
253 3470 3
253 1258 13
253 6538 4
253 1287 16
254 255 18
254 7001 19
254 4021 11
254 5617 6
254 6391 8
254 3174 3
254 1063 6
254 1800 8
255 256 7
255 38 20
255 1057 18
255 6072 7
255 374 12
255 2178 12
255 2801 7
255 1096 2
255 4410 6
255 1482 14
255 492 5
255 4483 20
256 257 1
256 6583 3
256 2233 4
256 797 16
256 2412 10
256 4363 19
256 7963 15
256 1228 9
256 7808 14
256 3989 7
257 258 4
257 5265 15
257 3530 7
257 3846 3
257 7992 7
257 5414 1
257 7491 14
257 1218 10
257 6995 4
258 259 11
258 1155 14
258 7960 20
258 5076 10
258 717 3
258 7608 6
258 7416 8
258 4608 5
258 7258 11
258 1411 5
259 260 11
259 5457 19
259 2847 11
259 5780 13
259 3181 10
259 4756 3
259 5402 4
259 3102 9
259 245 17
259 7362 20
259 4736 18
259 6468 20
259 7638 19
259 5073 5
259 6291 18
259 6582 8
259 3096 13
260 261 9
260 3508 14
260 4987 14
260 5444 19
260 5623 13
260 7765 18
260 5103 13
260 4951 8
260 5975 5
260 599 3
260 5871 4
260 5515 18
260 7240 20
260 2622 17
260 4300 20
261 262 10
261 6143 12
261 1510 9
261 188 17
261 208 5
261 5876 19
261 5332 14
262 263 5
262 6137 19
262 1287 1
262 3906 10
262 4213 1
262 4289 3
262 6957 14
262 4486 2
262 4782 20
262 7803 19
262 6109 16
262 4484 1
262 598 2
263 264 14
263 5597 3
263 6952 15
263 5097 13
263 3904 1
263 354 7
263 3917 4
263 6080 7
263 7611 17
263 6334 17
263 397 5
263 451 2
263 3179 10
263 6645 1
263 463 15
264 265 3
264 458 13
264 2792 9
264 4929 6
264 2466 3
264 3235 12
264 2734 1
264 226 19
264 6075 14
264 1652 17
264 2355 5
264 7040 8
264 8133 7
264 3764 19
264 8144 9
265 266 6
265 3966 7
265 4758 12
265 48 12
265 4914 14
265 6171 16
265 3076 7
265 993 11
265 5600 16
265 3422 3
265 6706 19
265 5799 1
265 1728 4
265 7369 14
266 267 7
266 1661 15
266 1623 12
266 5877 10
266 7430 10
266 5472 5
266 467 16
266 4964 13
266 4103 18
266 406 11
266 6366 7
266 1732 16
267 268 5
267 7167 19
267 4513 2
267 6674 13
267 7135 5
267 3347 20
267 4728 10
267 7689 5
267 4903 12
267 3913 3
267 4987 20
267 1972 11
268 269 19
268 4949 9
268 5482 15
268 3604 7
268 879 18
268 5908 4
268 7591 13
268 7662 4
268 5592 1
268 4455 8
268 40 9
269 270 4
269 2044 13
269 3227 6
269 3212 3
269 6685 12
269 4415 20
269 3931 4
269 6885 12
269 5849 13
269 3674 11
269 3420 7
269 5505 10
270 271 7
270 7428 20
270 2650 10
270 7013 11
270 5238 17
270 6540 13
270 1226 19
270 3113 12
270 2271 4
270 4830 8
271 272 5
271 674 3
271 2674 11
271 7722 20
271 661 12
271 3836 20
271 2782 20
271 1112 16
271 1134 3
271 5929 18
271 7987 8
271 8184 10
271 5912 17
271 6002 1
271 4700 8
272 273 11
272 4141 3
272 6532 11
272 7025 8
272 3246 2
272 7260 19
272 5233 15
272 5023 14
272 6453 9
272 113 4
272 3906 6
272 7523 18
273 274 12
273 7814 12
273 4746 9
273 4532 8
273 183 14
273 2109 3
273 1598 7
273 6157 1
273 6085 2
273 1477 1
273 3029 4
273 903 16
273 6903 2
273 2951 11
274 275 15
274 5281 12
274 7756 16
274 618 8
274 3054 19
274 7486 9
274 2804 9
274 2411 12
274 1654 15
274 2133 1
274 385 12
274 5424 14
275 276 9
275 1029 14
275 4214 7
275 2762 3
275 5116 18
275 6396 19
275 870 14
275 4494 14
275 6942 19
275 6002 20
275 4219 6
275 2818 6
276 277 8
276 484 11
276 3495 7
276 3406 18
276 7562 16
276 5142 6
276 6102 2
276 7382 18
276 6523 9
276 6900 1
276 1398 2
276 6980 7
277 278 2
277 349 8
277 4369 9
277 1577 2
277 7545 6
277 2836 13
277 5088 14
277 5020 4
277 4449 16
277 7757 17
277 560 7
277 3979 9
278 279 20
278 2237 17
278 7377 9
278 419 5
278 1939 4
278 3232 20
278 3358 7
278 1900 10
278 2145 9
279 280 6
279 7488 7
279 8133 15
279 4570 6
279 2930 4
279 2157 20
279 4237 6
279 5050 13
279 657 7
279 4676 14
279 5226 10
279 6013 20
279 950 9
280 281 20
280 492 4
280 374 6
280 4137 2
280 6810 4
280 276 11
280 7243 15
280 1722 6
280 2605 17
280 6247 11
280 4246 15
280 7814 5
281 282 5
281 6748 13
281 1353 5
281 899 8
281 1503 10
281 7532 3
281 673 2
281 564 2
281 5003 1
281 7878 16
281 1330 8
281 3799 15
281 7341 1
281 6932 15
281 4993 10
282 283 6
282 7461 6
282 4976 16
282 2411 20
282 6651 12
282 7857 8
282 1161 16
282 7638 12
282 7871 1
282 2716 18
283 284 14
283 5122 20
283 1267 6
283 2202 8
283 616 4
283 2304 1
283 3115 13
283 633 8
283 1788 19
283 5594 12
284 285 10
284 581 3
284 7303 10
284 2150 17
284 4123 19
284 380 9
284 1898 1
284 1145 12
284 7652 4
284 3940 11
284 1613 11
284 6977 5
284 5087 17
284 1735 10
285 286 15
285 3269 9
285 808 11
285 5835 20
285 5405 14
285 3682 11
285 1712 13
285 6493 16
285 5631 5
285 3923 16
285 2005 18
285 7252 19
285 5261 18
285 8140 7
285 5914 18
286 287 7
286 4788 16
286 5579 9
286 231 17
286 2586 17
286 1796 3
286 6094 2
286 1814 13
286 3977 4
286 3037 4
286 3566 8
286 806 15
287 288 3
287 6469 1
287 3755 14
287 3683 16
287 7543 10
287 723 18
287 6260 1
287 1507 12
287 8016 1
287 8050 5
287 6882 14
287 22 6
288 289 6
288 4882 12
288 6239 2
288 3532 9
288 3189 7
288 6052 8
288 2056 14
288 1966 14
288 7210 3
288 5320 12
288 2800 16
288 7385 13
288 1092 7
289 290 20
289 7233 2
289 7915 3
289 4208 9
289 1260 8
289 8117 8
289 6602 1
289 3144 18
290 291 1
290 1291 18
290 998 15
290 1558 18
290 3084 2
290 4797 10
290 983 6
290 2751 20
290 315 8
291 292 6
291 7518 20
291 6273 3
291 4980 17
291 5863 19
291 3586 9
291 4966 6
291 1094 15
292 293 13
292 1760 16
292 914 11
292 7265 14
292 7412 6
292 3676 5
292 2786 2
292 808 16
292 4060 17
292 7216 18
292 3669 18
292 4589 7
292 1662 18
292 2663 4
292 4644 17
293 294 20
293 5796 1
293 3039 6
293 1294 14
293 3486 9
293 2252 20
293 6031 2
293 1290 20
293 2071 13
293 2328 8
293 1216 12
293 7496 12
293 1289 17
294 295 11
294 506 17
294 4328 1
294 6839 15
294 3242 19
294 2847 2
294 4568 20
294 7192 9
295 296 9
295 2754 2
295 2040 8
295 1387 10
295 2816 10
295 909 3
295 1110 20
295 990 6
295 1373 17
295 1239 6
295 766 15
295 3025 6
295 70 18
296 297 2
296 3063 12
296 2564 5
296 5227 19
296 4560 3
296 2107 17
296 7344 1
296 6526 20
297 298 1
297 5693 20
297 3255 10
297 4697 14
297 1663 8
297 5614 5
297 7763 9
297 3867 9
298 299 6
298 3295 2
298 280 1
298 3846 10
298 6966 14
298 498 3
298 3627 13
298 4385 12
298 5488 10
298 7778 20
298 2035 4
298 1563 8
299 300 7
299 6306 18
299 2545 14
299 2297 7
299 446 5
299 7308 20
299 4878 7
299 2356 9
300 301 19
300 3879 12
300 561 16
300 33 18
301 302 13
301 653 8
301 2388 6
301 922 20
301 7674 15
301 5761 12
301 6752 2
301 3497 5
301 5061 2
301 6163 18
301 3470 6
302 303 5
302 3249 18
302 7386 5
302 918 3
302 1519 3
302 7560 8
302 1856 19
302 6450 10
302 5045 13
303 304 14
303 3370 11
303 885 14
303 4204 11
303 570 18
303 6316 17
303 4916 13
303 38 9
303 729 9
303 5745 5
303 1011 4
303 5240 14
303 5596 1
303 754 16
303 4039 18
303 3890 4
303 7295 11
304 305 3
304 5075 19
304 5583 11
304 1839 16
304 7756 15
304 4259 5
304 6737 12
305 306 11
305 1941 16
305 6448 7
305 3368 16
305 2414 17
305 5386 5
305 3152 8
305 4866 13
305 4542 4
305 621 7
305 6476 14
305 1561 8
305 2107 17
306 307 10
306 7158 10
306 7445 4
306 3968 8
306 7682 8
306 2022 13
306 4361 18
306 2848 14
306 969 18
306 4056 4
307 308 9
307 2892 6
307 89 13
307 6063 12
307 4745 20
307 3941 1
307 8036 7
307 807 14
307 4117 5
307 8146 2
308 309 20
308 8100 17
308 5641 10
308 5529 7
308 5841 8
308 4920 19
308 2146 7
308 8007 4
308 7491 11
309 310 12
309 5151 13
309 995 12
309 3325 20
309 7603 6
309 5041 18
309 4565 11
309 7252 10
309 1116 14
309 3006 19
309 3445 9
309 7959 4
310 311 5
310 4677 20
310 5080 10
310 3492 1
310 3576 7
310 6703 6
311 312 12
311 2171 15
311 3381 5
311 2496 9
311 4645 2
311 6041 16
311 5876 12
311 7198 14
311 6173 3
311 3492 10
312 313 14
312 6874 13
312 2167 10
312 4983 15
312 5371 6
312 3734 17
312 3369 17
312 1925 19
312 3355 20
312 3680 2
312 1923 19
313 314 2
313 7023 4
313 3594 6
313 22 13
313 7913 19
313 1839 9
313 764 19
313 1993 17
313 4990 19
313 649 14
313 351 13
313 2306 5
314 315 16
314 7000 9
314 5415 6
314 3477 15
314 7666 19
314 6228 7
314 2584 11
314 1578 11
314 2776 4
315 316 8
315 3073 20
315 1336 8
315 6246 3
315 1358 7
315 7409 14
315 2728 18
315 7477 12
315 1982 12
316 317 5
316 448 16
316 5230 14
316 6703 15
316 3359 17
316 2472 1
316 2664 3
316 4278 6
316 7638 3
316 5245 7
316 8071 5
316 5732 14
316 857 5
317 318 5
317 1948 4
317 6414 16
317 6499 3
317 5717 13
317 604 2
317 7715 15
317 7528 13
317 7448 17
317 5572 1
317 5721 7
317 7106 1
317 8122 12
317 7900 12
318 319 15
318 4493 15
318 446 13
318 6717 4
318 5760 1
318 4282 8
318 348 14
318 7674 20
318 7453 8
319 320 17
319 1410 10
319 2362 3
319 7607 16
319 1419 5
319 7760 12
319 8128 1
319 213 16
319 7892 4
319 4705 16
319 3858 14
320 321 8
320 3673 13
320 6853 5
320 2280 14
320 2333 15
320 6883 16
320 7904 9
320 3325 10
320 3034 18
320 6803 8
321 322 10
321 180 20
321 4971 14
321 6868 12
321 1125 15
321 39 19
321 3150 14
321 202 14
321 2951 9
321 7119 18
321 2552 11
321 6794 10
321 5835 19
321 86 13
321 5868 10
321 7700 18
322 323 13
322 2361 12
322 3701 14
322 4042 19
322 571 18
322 6825 3
322 476 8
322 5648 3
322 5569 13
323 324 20
323 5288 13
323 5594 6
323 4605 14
323 8156 19
323 6386 4
323 832 20
323 4681 16
323 3556 17
324 325 13
324 5617 19
324 6362 19
324 5248 11
324 5349 8
324 7405 9
324 3278 5
324 4173 18
324 2924 8
325 326 8
325 462 17
325 5734 3
325 3817 6
325 3145 18
325 2288 14
325 4066 12
325 5301 6
325 483 9
325 3968 2
325 4047 16
325 1412 2
326 327 11
326 7789 6
326 8126 8
326 5482 18
326 6209 5
326 2108 18
326 2479 1
326 412 6
326 4772 10
326 4158 9
326 288 8
326 3939 15
326 6465 9
326 339 13
326 1179 7
327 328 17
327 5052 9
327 2938 10
327 2091 5
327 2158 13
327 5098 10
327 834 8
327 4987 12
327 3671 9
327 7441 5
327 5213 3
327 4840 15
327 2731 20
328 329 2
328 3911 4
328 2314 19
328 1995 19
328 6721 14
328 4527 6
328 8021 17
328 7713 10
328 545 3
328 5838 4
329 330 16
329 4830 2
329 345 2
329 3619 9
329 604 20
330 331 17
330 4886 12
330 585 16
330 7629 9
330 3276 19
330 2171 7
330 4106 4
330 320 13
330 1198 19
330 6968 3
330 4317 9
330 5775 10
331 332 4
331 395 18
331 3553 12
331 3343 13
331 5220 1
331 4271 7
331 8143 20
331 7715 14
331 2204 4
331 3783 19
331 2658 8
331 1489 2
331 7751 15
331 267 9
331 4697 9
331 2415 2
331 3043 3
332 333 7
332 589 19
332 7480 8
332 3574 7
332 5850 10
332 2482 10
332 7058 14
332 8158 15
332 4797 10
333 334 11
333 2912 1
333 6812 16
333 4796 1
333 5377 6
333 2373 8
333 340 11
333 295 6
333 3509 15
333 1778 17
333 7345 12
333 3392 1
334 335 4
334 3795 16
334 3222 14
334 3376 11
334 5474 18
334 7071 13
334 1811 10
334 5022 3
334 6745 10
334 4833 8
334 1051 9
334 7481 6
335 336 14
335 7273 15
335 4043 5
335 5704 14
335 6816 12
335 4023 11
335 8070 4
335 7687 13
336 337 1
336 5613 7
336 3124 2
336 5972 10
336 3546 6
336 7529 4
336 4475 14
336 6772 18
336 6227 17
336 4154 14
336 3190 19
337 338 18
337 4303 6
337 4194 14
337 7610 2
337 1162 17
337 7856 16
337 5854 3
337 620 9
337 4207 17
337 3127 6
338 339 12
338 6748 14
338 7365 14
338 3009 4
338 1316 15
338 3097 17
338 2581 19
338 2708 16
338 3051 1
338 5318 19
338 4674 5
338 307 9
338 2623 7
339 340 7
339 5914 1
339 5927 7
339 580 13
339 992 4
339 3510 10
339 2303 14
339 4662 18
339 4143 20
340 341 14
340 6084 1
340 1314 2
340 5090 6
340 5162 7
340 5386 12
340 2103 4
340 1088 3
340 3250 18
340 5039 4
340 7750 12
340 622 9
341 342 5
341 518 17
341 7356 8
341 2124 4
341 4472 6
341 2730 13
341 4027 14
341 4569 11
341 2103 2
341 1394 9
342 343 1
342 5597 10
342 1314 4
342 5397 7
342 6471 19
342 2516 7
342 2715 11
342 752 18
342 5218 1
342 6879 10
342 4208 15
342 596 20
343 344 15
343 4876 8
343 7818 10
343 4998 4
343 228 5
343 1948 5
343 6905 16
343 3089 15
343 4089 18
343 4809 2
343 714 11
343 1112 20
343 4385 20
344 345 11
344 5454 19
344 28 12
344 2824 14
344 1083 5
344 3092 18
344 758 10
344 5779 8
344 1124 4
344 4847 9
344 5003 1
345 346 17
345 3003 10
345 8007 2
345 7421 19
345 1399 5
345 5416 18
345 2652 9
345 1020 11
346 347 5
346 2081 1
346 7271 12
346 7596 20
346 5597 16
346 1788 6
346 7879 9
346 5196 11
346 5317 5
346 6422 1
346 7577 8
347 348 7
347 916 10
347 1018 6
347 3883 17
347 5218 16
347 3528 17
347 888 20
347 1144 17
347 7269 12
348 349 13
348 2159 5
348 3091 17
348 199 1
348 7781 11
348 2703 9
348 3074 14
348 2751 20
348 354 1
348 6321 9
348 2575 1
348 6985 9
348 7442 16
348 4224 7
348 7027 15
348 5712 13
349 350 2
349 4071 9
349 6125 13
349 119 5
349 4775 5
349 1433 8
349 1879 17
349 2384 8
350 351 4
350 6727 18
350 496 5
350 5739 4
350 3986 15
350 3991 14
350 747 19
350 5884 17
350 1971 18
350 1654 18
350 1121 4
350 8079 14
350 509 1
350 5437 10
351 352 19
351 7279 15
351 4241 2
351 4775 10
351 467 14
351 1272 14
351 3642 2
351 2781 6
351 5929 14
351 7494 3
352 353 14
352 897 17
352 8078 11
352 1530 10
352 3129 1
352 451 11
352 3968 5
353 354 8
353 6640 20
353 3665 12
353 4335 1
353 6647 12
353 6946 20
353 4198 4
353 2885 2
353 1288 3
354 355 8
354 4619 14
354 4686 20
354 1476 7
354 4624 8
354 8054 14
354 433 10
354 2530 3
354 5171 16
354 1976 5
355 356 11
355 4321 6
355 5819 7
355 5291 19
355 5123 8
355 5925 17
355 222 14
355 8070 11
355 8143 6
355 4326 19
355 4570 11
355 2561 7
355 6709 20
355 3618 8
355 7854 15
355 6081 19
356 357 19
356 3281 9
356 6064 16
356 6986 1
356 3898 20
356 6241 16
356 2583 18
356 4777 11
356 1906 14
356 2404 10
356 2732 2
357 358 17
357 5359 5
357 2910 7
357 262 10
357 3729 2
357 5653 15
357 3311 16
357 1232 1
358 359 3
358 7425 20
358 2956 3
358 2423 15
358 3521 12
358 7886 13
358 4154 3
358 251 11
358 6415 4
358 376 16
358 5906 3
358 3700 14
358 4012 16
358 1942 7
358 3048 16
359 360 14
359 6524 16
359 5113 20
359 6185 18
359 6022 18
359 1942 9
359 1568 18
359 5831 16
359 7104 1
360 361 7
360 6839 17
360 7501 15
360 2340 15
360 7944 20
360 1617 11
360 3193 6
360 1650 12
361 362 15
361 365 20
361 4403 3
361 7826 11
361 7036 11
361 2273 13
361 5855 14
361 7383 7
362 363 3
362 2649 15
362 7015 2
362 5050 6
362 7897 10
362 1662 17
362 6648 3
362 5399 10
362 3946 11
362 2448 15
362 1798 16
362 3767 11
362 2186 9
363 364 5
363 453 7
363 3768 7
363 419 16
363 7292 8
363 6928 2
363 52 18
363 7572 9
364 365 19
364 3413 18
364 1170 6
364 5209 14
364 5547 5
364 4569 15
364 643 15
364 5630 4
364 6010 9
364 1792 19
365 366 11
365 4064 6
365 4511 1
365 914 9
365 7530 10
366 367 18
366 7083 8
366 6736 7
366 4180 17
366 5888 19
366 2194 14
366 2159 16
366 22 3
367 368 14
367 996 13
367 502 19
367 7902 6
367 6195 12
367 1597 3
367 6542 9
367 4077 17
367 6904 20
367 7287 10
367 6928 2
367 2976 19
367 2813 11
367 7222 4
367 4779 18
368 369 6
368 2743 4
368 909 1
368 465 13
368 3777 5
368 2668 5
368 2659 15
368 7158 12
368 6751 19
368 4657 11
368 7534 1
368 5143 6
368 1578 4
368 7702 9
369 370 5
369 5815 4
369 6903 2
369 3416 15
369 7214 15
369 474 19
369 5740 2
369 7683 11
369 1040 16
369 8051 20
369 3791 18
370 371 14
370 5373 14
370 3921 9
370 4586 13
370 696 17
370 5249 3
370 936 7
370 951 7
370 3738 7
370 6481 18
370 1981 4
370 3962 3
370 1528 13
371 372 4
371 6316 3
371 6486 19
371 2315 10
371 6143 3
371 1595 5
371 7541 10
371 6095 19
371 2556 16
371 2352 6
371 3349 17
371 280 12
371 4936 13
372 373 17
372 2056 17
372 2444 12
372 6277 12
372 3461 17
372 5142 2
372 5186 13
372 5995 18
372 1728 20
372 3277 1
373 374 20
373 8049 9
373 2541 19
373 1351 13
373 1591 10
373 1669 18
373 853 3
373 745 2
373 1543 3
373 7868 8
373 785 1
373 4084 6
374 375 12
374 4803 1
374 4004 20
374 1572 10
374 7318 12
374 5817 10
374 1804 19
374 6225 6
374 6143 16
374 4770 5
374 67 16
375 376 11
375 5532 17
375 2741 5
375 3625 19
